source_page,source_domain,dead_destination,dead_destination_domain,recommended_replacement_slug,replacement_domain,recommendation_type,confidence_score,reason,apply_round
/guide/dismissal/dismissal-incomplete-reason-letter,dismissal,/guide/dismissal/dismissal-written-notice-requirement,dismissal,dismissal-part-time-unfair,dismissal,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/dismissal/dismissal-incomplete-reason-letter,dismissal,/guide/dismissal/dismissal-notice-pay-claim,dismissal,dismissal-notice-pay,dismissal,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/dismissal/dismissal-incomplete-reason-letter,dismissal,/guide/dismissal/dismissal-verbal-evidence,dismissal,dismissal-verbal-only-no-document,dismissal,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/dismissal/dismissal-incomplete-reason-letter,dismissal,/guide/dismissal/dismissal-unemployment-benefit-apply,dismissal,dismissal-under-five-employees-relief-paths,dismissal,replace_low,0.706,"sim 0.61, needs review",hold_low_confidence
/guide/dismissal/dismissal-constructive-forced-resignation,dismissal,/guide/dismissal/dismissal-forced-resignation-revoke,dismissal,dismissal-forced-resignation-letter-invalidation,dismissal,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/dismissal/dismissal-constructive-forced-resignation,dismissal,/guide/dismissal/dismissal-recommended-resignation-response,dismissal,dismissal-recommended-resignation-refused-pressure,dismissal,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/dismissal/dismissal-constructive-forced-resignation,dismissal,/guide/dismissal/dismissal-settlement-negotiation,dismissal,dismissal-whistleblower-retaliation,dismissal,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/dismissal/dismissal-constructive-forced-resignation,dismissal,/guide/dismissal/dismissal-voluntary-unemployment-benefit,dismissal,dismissal-business-transfer-employment-succession-refused,dismissal,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-as-penalty-disguised,dismissal,/guide/dismissal/dismissal-disciplinary-excess-defense,dismissal,dismissal-disciplinary-excessive,dismissal,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/dismissal/dismissal-bonus-cut-as-penalty-disguised,dismissal,/guide/dismissal/dismissal-demotion-reduction-remedy,dismissal,dismissal-meeting-recording-fired,dismissal,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-as-penalty-disguised,dismissal,/guide/wage/wage-bonus-ordinary-inclusion,wage,wage-regular-bonus-ordinary-wage-claim,wage,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/dismissal/dismissal-bonus-cut-as-penalty-disguised,dismissal,/guide/wage/wage-rules-disadvantageous-change,wage,wage-ordinary-wage-bonus-included,wage,replace_low,0.673,"sim 0.55, needs review",hold_low_confidence
/guide/dismissal/dismissal-subcontractor-principal-responsibility,dismissal,/guide/dismissal/dismissal-disguised-dispatch-check,dismissal,dismissal-bonus-cut-disguised-discharge,dismissal,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/dismissal/dismissal-subcontractor-principal-responsibility,dismissal,/guide/dismissal/dismissal-principal-direct-hire,dismissal,dismissal-pregnancy-protection,dismissal,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/dismissal/dismissal-subcontractor-principal-responsibility,dismissal,/guide/dismissal/dismissal-dispatch-2year-protection,dismissal,dismissal-pregnancy-protection,dismissal,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/dismissal/dismissal-subcontractor-principal-responsibility,dismissal,/guide/dismissal/dismissal-subcontractor-closure-response,dismissal,dismissal-subcontractor-principal-responsibility,dismissal,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/wage/wage-production-bonus-regular-include,wage,/guide/wage/wage-ordinary-standard-criteria,wage,wage-ordinary-wage-bonus-included,wage,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/wage/wage-production-bonus-regular-include,wage,/guide/wage/wage-overtime-recalculation,wage,wage-night-overtime-exact-calculation,wage,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/wage/wage-production-bonus-regular-include,wage,/guide/wage/wage-bonus-ordinary-inclusion,wage,wage-regular-bonus-ordinary-wage-claim,wage,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/wage/wage-production-bonus-regular-include,wage,/guide/wage/wage-complaint-procedure,wage,wage-complaint-after-filing-procedure,wage,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/wage/wage-production-bonus-regular-include,wage,/guide/wage/wage-statute-3year,wage,wage-unpaid-one-year-statute-claim,wage,replace_low,0.667,sim 0.54 below floor,hold_low_confidence
/guide/wage/wage-night-sleeping-hours-working-time,wage,/guide/wage/wage-duty-shift-working-time,wage,wage-night-sleeping-hours-working-time,wage,replace_low,0.739,"sim 0.67, needs review",hold_low_confidence
/guide/wage/wage-night-sleeping-hours-working-time,wage,/guide/wage/wage-night-shift-premium,wage,wage-night-shift-premium-claim,wage,replace,0.86,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/wage/wage-night-sleeping-hours-working-time,wage,/guide/wage/wage-comprehensive-invalid-dispute,wage,wage-comprehensive-legal-test,wage,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/wage/wage-night-sleeping-hours-working-time,wage,/guide/wage/wage-overtime-limit-premium,wage,wage-overtime-unpaid-claim,wage,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/wage/wage-night-sleeping-hours-working-time,wage,/guide/wage/wage-complaint-procedure,wage,wage-complaint-after-filing-procedure,wage,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/wage/wage-welfare-card-point-minimum,wage,/guide/wage/wage-minimum-inclusion-scope,wage,wage-minimum-2026-monthly-calculation,wage,replace_low,0.711,"sim 0.62, needs review",hold_low_confidence
/guide/wage/wage-welfare-card-point-minimum,wage,/guide/wage/wage-welfare-wage-nature,wage,wage-welfare-card-point-minimum,wage,replace_low,0.728,"sim 0.65, needs review",hold_low_confidence
/guide/wage/wage-welfare-card-point-minimum,wage,/guide/wage/wage-bonus-minimum-inclusion,wage,wage-piece-rate-minimum-violation,wage,replace_low,0.711,"sim 0.62, needs review",hold_low_confidence
/guide/wage/wage-welfare-card-point-minimum,wage,/guide/wage/wage-in-kind-nature,wage,wage-bonus-vesting-departure,wage,replace_low,0.7,"sim 0.60, needs review",hold_low_confidence
/guide/wage/wage-welfare-card-point-minimum,wage,/guide/wage/wage-complaint-procedure,wage,wage-complaint-after-filing-procedure,wage,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/unemployment/unemployment-fixed-term-expire-voluntary-distinguish,unemployment,/guide/unemployment/unemployment-confirmation-correction,unemployment,unemployment-contract-breach-quit,unemployment,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/unemployment/unemployment-fixed-term-expire-voluntary-distinguish,unemployment,/guide/unemployment/unemployment-involuntary-reasons,unemployment,unemployment-voluntary-quit-benefits,unemployment,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/unemployment/unemployment-fixed-term-expire-voluntary-distinguish,unemployment,/guide/unemployment/unemployment-fixed-term-conditions,unemployment,unemployment-fixed-term-expire-voluntary-distinguish,unemployment,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/unemployment/unemployment-fixed-term-expire-voluntary-distinguish,unemployment,/guide/unemployment/unemployment-review-request,unemployment,unemployment-benefit-requirements,unemployment,replace,0.772,"sim 0.73, needs review",hold_low_confidence
/guide/unemployment/unemployment-fixed-term-expire-voluntary-distinguish,unemployment,/guide/unemployment/unemployment-insured-period-calc,unemployment,unemployment-180days-insurance-period-calc,unemployment,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/unemployment/unemployment-working-hours-reduction-voluntary,unemployment,/guide/unemployment/unemployment-hours-reduction-conditions,unemployment,unemployment-working-hours-reduction-voluntary,unemployment,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/unemployment/unemployment-working-hours-reduction-voluntary,unemployment,/guide/unemployment/unemployment-voluntary-exception,unemployment,unemployment-voluntary-quit-exception-comprehensive,unemployment,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/unemployment/unemployment-working-hours-reduction-voluntary,unemployment,/guide/unemployment/unemployment-wage-reduction-reason,unemployment,unemployment-benefit-reduction-penalty,unemployment,replace,0.782,"sim 0.75, needs review",hold_low_confidence
/guide/unemployment/unemployment-working-hours-reduction-voluntary,unemployment,/guide/unemployment/unemployment-confirmation-correction,unemployment,unemployment-contract-breach-quit,unemployment,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/unemployment/unemployment-working-hours-reduction-voluntary,unemployment,/guide/unemployment/unemployment-application-procedure,unemployment,unemployment-late-application-rescue,unemployment,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/retirement/retirement-outsourcing-true-employer-liability,retirement,/guide/retirement/retirement-disguised-outsourcing,retirement,retirement-outsourcing-true-employer-liability,retirement,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/retirement/retirement-outsourcing-true-employer-liability,retirement,/guide/retirement/retirement-principal-employer-liability,retirement,retirement-outsourcing-true-employer-liability,retirement,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/retirement/retirement-outsourcing-true-employer-liability,retirement,/guide/retirement/retirement-statute-abuse,retirement,retirement-statute-of-limitations,retirement,replace,0.777,"sim 0.74, needs review",hold_low_confidence
/guide/retirement/retirement-outsourcing-true-employer-liability,retirement,/guide/retirement/retirement-outsourcing-change-continuity,retirement,retirement-outsourcing-true-employer-liability,retirement,replace_low,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/retirement/retirement-outsourcing-true-employer-liability,retirement,/guide/retirement/retirement-claim-procedure,retirement,unpaid-retirement-report-procedure,retirement,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/retirement/retirement-dc-pension-payout-choice-tax,retirement,/guide/retirement/retirement-db-dc-comparison,retirement,retirement-claim-channel-comparison,retirement,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/retirement/retirement-dc-pension-payout-choice-tax,retirement,/guide/retirement/retirement-irp-management-fee,retirement,retirement-waiver-agreement-invalid,retirement,replace_low,0.75,"sim 0.69, needs review",hold_low_confidence
/guide/retirement/retirement-dc-pension-payout-choice-tax,retirement,/guide/retirement/retirement-pension-tax-benefit,retirement,retirement-dc-pension-payout-choice-tax,retirement,replace_low,0.722,"sim 0.64, needs review",hold_low_confidence
/guide/retirement/retirement-dc-pension-payout-choice-tax,retirement,/guide/retirement/retirement-early-withdrawal-conditions,retirement,retirement-pay-calculation,retirement,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/retirement/retirement-dc-pension-payout-choice-tax,retirement,/guide/retirement/retirement-pension-payout-procedure,retirement,retirement-dc-pension-payout-choice-tax,retirement,replace,0.799,"sim 0.78, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-commute-work-injury-double-claim,traffic-accident,/guide/traffic-accident/workers-comp-application-procedure,traffic-accident,,traffic-accident,hub_or_delete,0.379,"rec=delete, manual review",hold_delete
/guide/traffic-accident/traffic-accident-commute-work-injury-double-claim,traffic-accident,/guide/traffic-accident/auto-insurance-personal-limit,traffic-accident,traffic-accident-insurance-explanation-duty,traffic-accident,replace_low,0.645,sim 0.50 below floor,hold_low_confidence
/guide/traffic-accident/traffic-accident-commute-work-injury-double-claim,traffic-accident,/guide/traffic-accident/hit-and-run-gov-compensation,traffic-accident,traffic-accident-injury-compensation,traffic-accident,replace_low,0.678,"sim 0.56, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-commute-work-injury-double-claim,traffic-accident,/guide/traffic-accident/settlement-calculation-guide,traffic-accident,settlement-amount-calculation,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-commute-work-injury-double-claim,traffic-accident,/guide/traffic-accident/permanent-disability-diagnosis-procedure,traffic-accident,,traffic-accident,hub_or_delete,0.39,"rec=delete, manual review",hold_delete
/guide/traffic-accident/traffic-accident-child-carpool-driver-liability,traffic-accident,/guide/traffic-accident/auto-insurance-personal-limit,traffic-accident,traffic-accident-insurance-explanation-duty,traffic-accident,replace_low,0.645,sim 0.50 below floor,hold_low_confidence
/guide/traffic-accident/traffic-accident-child-carpool-driver-liability,traffic-accident,/guide/traffic-accident/child-injury-settlement-standard,traffic-accident,accident-settlement-checklist,traffic-accident,replace_low,0.695,"sim 0.59, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-child-carpool-driver-liability,traffic-accident,/guide/traffic-accident/gratuitous-passenger-reduction,traffic-accident,traffic-accident-taxi-passenger-claim,traffic-accident,replace_low,0.651,sim 0.51 below floor,hold_low_confidence
/guide/traffic-accident/traffic-accident-child-carpool-driver-liability,traffic-accident,/guide/traffic-accident/settlement-calculation-guide,traffic-accident,settlement-amount-calculation,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
